"id_rol","nombre_rol","activado"
1,ADMINISTRADOR,true
2,VENDEDOR,true
3,CAJERO,true
4,ALMACENERO,true
20,ANULAR,Anular,
7,APPROVE,Aprobar,
9,CANCEL,Anular,
17,CREAR,Crear,
1,CREATE,Crear,
4,DELETE,Eliminar,
18,EDITAR,Editar,
19,ELIMINAR,Eliminar,
5,EXPORT,Exportar,
21,EXPORTAR,Exportar,
6,IMPORT,Importar,
8,PRINT,Imprimir,
2,READ,Leer,
3,UPDATE,Actualizar,
16,VER,Visualizar,
1,DASHBOARD,Dashboard,
6,CATALOGO,Catálogo,
2,VENTAS,Ventas,
4,INVENTARIO,Inventario,
5,CLIENTES,Clientes,
3,COMPRAS,Compras,
149,REPORTES,Reportes,
7,CONTABILIDAD,Contabilidad,
34,SEGURIDAD,Seguridad,
8,CONFIGURACION,Configuración,
9,IDENTIDAD,Identidad,
CAT_CAT:ANULAR
CAT_CAT:APPROVE
CAT_CAT:CANCEL
CAT_CAT:CREAR
CAT_CAT:CREATE
CAT_CAT:DELETE
CAT_CAT:EDITAR
CAT_CAT:ELIMINAR
CAT_CAT:EXPORT
CAT_CAT:EXPORTAR
CAT_CAT:IMPORT
CAT_CAT:PRINT
CAT_CAT:READ
CAT_CAT:UPDATE
CAT_CAT:VER
CAT_LISTAS_PRECIOS:ANULAR
CAT_LISTAS_PRECIOS:APPROVE
CAT_LISTAS_PRECIOS:CANCEL
CAT_LISTAS_PRECIOS:CREAR
CAT_LISTAS_PRECIOS:CREATE
CAT_LISTAS_PRECIOS:DELETE
CAT_LISTAS_PRECIOS:EDITAR
CAT_LISTAS_PRECIOS:ELIMINAR
CAT_LISTAS_PRECIOS:EXPORT
CAT_LISTAS_PRECIOS:EXPORTAR
CAT_LISTAS_PRECIOS:IMPORT
CAT_LISTAS_PRECIOS:PRINT
CAT_LISTAS_PRECIOS:READ
CAT_LISTAS_PRECIOS:UPDATE
CAT_LISTAS_PRECIOS:VER
CAT_LP:ANULAR
CAT_LP:APPROVE
CAT_LP:CANCEL
CAT_LP:CREAR
CAT_LP:CREATE
CAT_LP:DELETE
CAT_LP:EDITAR
CAT_LP:ELIMINAR
CAT_LP:EXPORT
CAT_LP:EXPORTAR
CAT_LP:IMPORT
CAT_LP:PRINT
CAT_LP:READ
CAT_LP:UPDATE
CAT_LP:VER
CAT_MAR:ANULAR
CAT_MAR:APPROVE
CAT_MAR:CANCEL
CAT_MAR:CREAR
CAT_MAR:CREATE
CAT_MAR:DELETE
CAT_MAR:EDITAR
CAT_MAR:ELIMINAR
CAT_MAR:EXPORT
CAT_MAR:EXPORTAR
CAT_MAR:IMPORT
CAT_MAR:PRINT
CAT_MAR:READ
CAT_MAR:UPDATE
CAT_MAR:VER
CAT_PROD:ANULAR
CAT_PROD:APPROVE
CAT_PROD:CANCEL
CAT_PROD:CREAR
CAT_PROD:CREATE
CAT_PROD:DELETE
CAT_PROD:EDITAR
CAT_PROD:ELIMINAR
CAT_PROD:EXPORT
CAT_PROD:EXPORTAR
CAT_PROD:IMPORT
CAT_PROD:PRINT
CAT_PROD:READ
CAT_PROD:UPDATE
CAT_PROD:VER
CAT_UM:ANULAR
CAT_UM:APPROVE
CAT_UM:CANCEL
CAT_UM:CREAR
CAT_UM:CREATE
CAT_UM:DELETE
CAT_UM:EDITAR
CAT_UM:ELIMINAR
CAT_UM:EXPORT
CAT_UM:EXPORTAR
CAT_UM:IMPORT
CAT_UM:PRINT
CAT_UM:READ
CAT_UM:UPDATE
CAT_UM:VER
CAT_UNIDADES_MEDIDA:ANULAR
CAT_UNIDADES_MEDIDA:APPROVE
CAT_UNIDADES_MEDIDA:CANCEL
CAT_UNIDADES_MEDIDA:CREAR
CAT_UNIDADES_MEDIDA:CREATE
CAT_UNIDADES_MEDIDA:DELETE
CAT_UNIDADES_MEDIDA:EDITAR
CAT_UNIDADES_MEDIDA:ELIMINAR
CAT_UNIDADES_MEDIDA:EXPORT
CAT_UNIDADES_MEDIDA:EXPORTAR
CAT_UNIDADES_MEDIDA:IMPORT
CAT_UNIDADES_MEDIDA:PRINT
CAT_UNIDADES_MEDIDA:READ
CAT_UNIDADES_MEDIDA:UPDATE
CAT_UNIDADES_MEDIDA:VER
CATALOGO:ANULAR
CATALOGO:APPROVE
CATALOGO:CANCEL
CATALOGO:CREAR
CATALOGO:CREATE
CATALOGO:DELETE
CATALOGO:EDITAR
CATALOGO:ELIMINAR
CATALOGO:EXPORT
CATALOGO:EXPORTAR
CATALOGO:IMPORT
CATALOGO:PRINT
CATALOGO:READ
CATALOGO:UPDATE
CATALOGO:VER
CATALOGO_CATEGORIAS:ANULAR
CATALOGO_CATEGORIAS:APPROVE
CATALOGO_CATEGORIAS:CANCEL
CATALOGO_CATEGORIAS:CREAR
CATALOGO_CATEGORIAS:CREATE
CATALOGO_CATEGORIAS:DELETE
CATALOGO_CATEGORIAS:EDITAR
CATALOGO_CATEGORIAS:ELIMINAR
CATALOGO_CATEGORIAS:EXPORT
CATALOGO_CATEGORIAS:EXPORTAR
CATALOGO_CATEGORIAS:IMPORT
CATALOGO_CATEGORIAS:PRINT
CATALOGO_CATEGORIAS:READ
CATALOGO_CATEGORIAS:UPDATE
CATALOGO_CATEGORIAS:VER
CATALOGO_MARCAS:ANULAR
CATALOGO_MARCAS:APPROVE
CATALOGO_MARCAS:CANCEL
CATALOGO_MARCAS:CREAR
CATALOGO_MARCAS:CREATE
CATALOGO_MARCAS:DELETE
CATALOGO_MARCAS:EDITAR
CATALOGO_MARCAS:ELIMINAR
CATALOGO_MARCAS:EXPORT
CATALOGO_MARCAS:EXPORTAR
CATALOGO_MARCAS:IMPORT
CATALOGO_MARCAS:PRINT
CATALOGO_MARCAS:READ
CATALOGO_MARCAS:UPDATE
CATALOGO_MARCAS:VER
CATALOGO_PRECIOS:ANULAR
CATALOGO_PRECIOS:APPROVE
CATALOGO_PRECIOS:CANCEL
CATALOGO_PRECIOS:CREAR
CATALOGO_PRECIOS:CREATE
CATALOGO_PRECIOS:DELETE
CATALOGO_PRECIOS:EDITAR
CATALOGO_PRECIOS:ELIMINAR
CATALOGO_PRECIOS:EXPORT
CATALOGO_PRECIOS:EXPORTAR
CATALOGO_PRECIOS:IMPORT
CATALOGO_PRECIOS:PRINT
CATALOGO_PRECIOS:READ
CATALOGO_PRECIOS:UPDATE
CATALOGO_PRECIOS:VER
CATALOGO_PRODUCTOS:ANULAR
CATALOGO_PRODUCTOS:APPROVE
CATALOGO_PRODUCTOS:CANCEL
CATALOGO_PRODUCTOS:CREAR
CATALOGO_PRODUCTOS:CREATE
CATALOGO_PRODUCTOS:DELETE
CATALOGO_PRODUCTOS:EDITAR
CATALOGO_PRODUCTOS:ELIMINAR
CATALOGO_PRODUCTOS:EXPORT
CATALOGO_PRODUCTOS:EXPORTAR
CATALOGO_PRODUCTOS:IMPORT
CATALOGO_PRODUCTOS:PRINT
CATALOGO_PRODUCTOS:READ
CATALOGO_PRODUCTOS:UPDATE
CATALOGO_PRODUCTOS:VER
CFG_AFEC:ANULAR
CFG_AFEC:APPROVE
CFG_AFEC:CANCEL
CFG_AFEC:CREAR
CFG_AFEC:CREATE
CFG_AFEC:DELETE
CFG_AFEC:EDITAR
CFG_AFEC:ELIMINAR
CFG_AFEC:EXPORT
CFG_AFEC:EXPORTAR
CFG_AFEC:IMPORT
CFG_AFEC:PRINT
CFG_AFEC:READ
CFG_AFEC:UPDATE
CFG_AFEC:VER
CFG_COMP:ANULAR
CFG_COMP:APPROVE
CFG_COMP:CANCEL
CFG_COMP:CREAR
CFG_COMP:CREATE
CFG_COMP:DELETE
CFG_COMP:EDITAR
CFG_COMP:ELIMINAR
CFG_COMP:EXPORT
CFG_COMP:EXPORTAR
CFG_COMP:IMPORT
CFG_COMP:PRINT
CFG_COMP:READ
CFG_COMP:UPDATE
CFG_COMP:VER
CFG_EMP:ANULAR
CFG_EMP:APPROVE
CFG_EMP:CANCEL
CFG_EMP:CREAR
CFG_EMP:CREATE
CFG_EMP:DELETE
CFG_EMP:EDITAR
CFG_EMP:ELIMINAR
CFG_EMP:EXPORT
CFG_EMP:EXPORTAR
CFG_EMP:IMPORT
CFG_EMP:PRINT
CFG_EMP:READ
CFG_EMP:UPDATE
CFG_EMP:VER
CFG_IMP:ANULAR
CFG_IMP:APPROVE
CFG_IMP:CANCEL
CFG_IMP:CREAR
CFG_IMP:CREATE
CFG_IMP:DELETE
CFG_IMP:EDITAR
CFG_IMP:ELIMINAR
CFG_IMP:EXPORT
CFG_IMP:EXPORTAR
CFG_IMP:IMPORT
CFG_IMP:PRINT
CFG_IMP:READ
CFG_IMP:UPDATE
CFG_IMP:VER
CFG_PAGO:ANULAR
CFG_PAGO:APPROVE
CFG_PAGO:CANCEL
CFG_PAGO:CREAR
CFG_PAGO:CREATE
CFG_PAGO:DELETE
CFG_PAGO:EDITAR
CFG_PAGO:ELIMINAR
CFG_PAGO:EXPORT
CFG_PAGO:EXPORTAR
CFG_PAGO:IMPORT
CFG_PAGO:PRINT
CFG_PAGO:READ
CFG_PAGO:UPDATE
CFG_PAGO:VER
CFG_SUC:ANULAR
CFG_SUC:APPROVE
CFG_SUC:CANCEL
CFG_SUC:CREAR
CFG_SUC:CREATE
CFG_SUC:DELETE
CFG_SUC:EDITAR
CFG_SUC:ELIMINAR
CFG_SUC:EXPORT
CFG_SUC:EXPORTAR
CFG_SUC:IMPORT
CFG_SUC:PRINT
CFG_SUC:READ
CFG_SUC:UPDATE
CFG_SUC:VER
CFG_SUN_MAT:ANULAR
CFG_SUN_MAT:APPROVE
CFG_SUN_MAT:CANCEL
CFG_SUN_MAT:CREAR
CFG_SUN_MAT:CREATE
CFG_SUN_MAT:DELETE
CFG_SUN_MAT:EDITAR
CFG_SUN_MAT:ELIMINAR
CFG_SUN_MAT:EXPORT
CFG_SUN_MAT:EXPORTAR
CFG_SUN_MAT:IMPORT
CFG_SUN_MAT:PRINT
CFG_SUN_MAT:READ
CFG_SUN_MAT:UPDATE
CFG_SUN_MAT:VER
CFG_SUN_OP:ANULAR
CFG_SUN_OP:APPROVE
